user_pseudo_id,event_name,event_timestamp,device_category,traffic_source,experiment_variant,session_duration,converted,is_new_user
user_007228,add_to_cart,2026-03-23T04:46:53,mobile,direct,control,249,0,1
user_001766,click,2026-03-10T08:33:34,mobile,organic,control,189,0,1
user_002434,scroll,2026-03-12T17:27:24,mobile,social,control,203,1,1
user_006090,click,2026-03-17T15:43:58,tablet,social,control,337,0,0
bot_0066,session_start,2026-03-03T00:00:00,desktop,direct,control,0,0,0
user_007227,click,2026-03-04T04:02:13,mobile,social,variant_b,303,0,1
user_004004,scroll,2026-03-04T14:04:16,desktop,organic,control,127,0,1
user_007764,add_to_cart,2026-03-15T06:54:41,mobile,social,control,540,0,1
user_006967,session_start,2026-03-21T15:53:15,mobile,direct,variant_b,547,0,0
user_006409,add_to_cart,2026-03-18T21:30:34,mobile,cpc,variant_b,335,0,1
bot_0037,session_start,2026-03-25T00:00:00,desktop,direct,variant_b,0,0,0
user_005618,session_start,2026-03-05T14:34:04,tablet,direct,control,78,0,0
user_007124,page_view,2026-03-11T11:51:59,mobile,direct,control,95,1,0
user_005478,session_start,2026-03-28T04:08:00,mobile,social,control,143,0,0
user_006504,add_to_cart,2026-03-11T19:17:46,desktop,organic,control,42,0,1
user_000738,session_start,2026-03-15T18:13:21,tablet,organic,control,592,0,1
bot_0110,session_start,2026-03-03T00:00:00,desktop,direct,variant_b,0,0,0
user_007798,page_view,2026-03-05T07:11:11,desktop,cpc,control,182,0,1
bot_0104,session_start,2026-03-03T00:00:00,desktop,direct,control,0,0,0
user_000949,click,2026-03-19T06:10:11,desktop,social,variant_b,419,0,0
bot_0026,session_start,2026-03-08T00:00:00,desktop,direct,control,0,0,0
bot_0172,session_start,2026-03-16T00:00:00,desktop,direct,control,0,0,0
user_007844,click,2026-03-22T15:01:43,tablet,direct,control,343,0,1
user_003738,scroll,2026-03-09T13:54:39,desktop,social,control,463,0,1
user_006390,scroll,2026-03-19T04:34:52,tablet,direct,control,506,0,0
user_007594,page_view,2026-03-17T08:23:42,desktop,organic,control,103,0,0
user_002248,scroll,2026-03-06T19:32:26,tablet,email,control,212,0,0
user_001772,click,2026-03-17T21:30:14,tablet,social,control,530,0,1
bot_0199,session_start,2026-03-21T00:00:00,desktop,direct,control,0,0,0
user_006661,click,2026-03-28T05:30:35,desktop,direct,variant_b,452,0,1
bot_0177,session_start,2026-03-06T00:00:00,desktop,direct,variant_b,0,0,0
user_000870,click,2026-03-26T08:04:11,desktop,social,control,218,0,1
user_005192,scroll,2026-03-10T03:15:00,desktop,cpc,control,225,0,1
user_003960,page_view,2026-03-12T14:06:22,tablet,email,control,175,0,1
user_005380,scroll,2026-03-24T08:23:51,tablet,organic,control,390,0,1
user_005075,click,2026-03-30T21:38:23,mobile,email,variant_b,277,0,1
bot_0094,session_start,2026-03-21T00:00:00,desktop,direct,variant_b,0,0,0
bot_0116,session_start,2026-03-05T00:00:00,desktop,direct,variant_b,0,0,0
user_001337,page_view,2026-03-28T12:17:22,tablet,social,variant_b,403,0,0
user_004163,add_to_cart,2026-03-17T10:27:46,mobile,social,variant_b,83,0,0
bot_0052,session_start,2026-03-28T00:00:00,desktop,direct,control,0,0,0
bot_0031,session_start,2026-03-01T00:00:00,desktop,direct,control,0,0,0
bot_0062,session_start,2026-03-25T00:00:00,desktop,direct,control,0,0,0
user_005874,click,2026-03-20T01:35:34,desktop,cpc,control,286,0,1
user_005670,add_to_cart,2026-03-17T01:18:03,tablet,organic,control,399,0,1
user_006921,add_to_cart,2026-03-09T13:50:19,tablet,direct,variant_b,175,0,0
user_006457,session_start,2026-03-10T07:15:30,tablet,email,variant_b,458,0,0
user_001378,scroll,2026-03-10T06:45:14,mobile,social,control,98,0,1
user_002900,click,2026-03-20T17:15:57,tablet,social,control,491,1,1
user_001530,page_view,2026-03-26T19:18:18,mobile,direct,control,155,0,0
user_007227,page_view,2026-03-04T04:00:12,mobile,social,variant_b,303,0,0
user_000780,add_to_cart,2026-03-05T00:27:14,desktop,cpc,control,199,0,0
user_005213,click,2026-03-01T11:00:31,tablet,organic,variant_b,380,0,1
user_005577,page_view,2026-03-28T11:12:47,desktop,direct,variant_b,184,0,0
user_005137,add_to_cart,2026-03-02T12:34:13,tablet,direct,variant_b,77,0,0
bot_0186,session_start,2026-03-30T00:00:00,desktop,direct,control,0,0,0
bot_0013,session_start,2026-03-30T00:00:00,desktop,direct,control,0,0,0
user_004441,page_view,2026-03-08T15:22:13,desktop,social,variant_b,32,1,0
user_004971,add_to_cart,2026-03-06T18:57:57,tablet,email,variant_b,266,0,0
bot_0108,session_start,2026-03-14T00:00:00,desktop,direct,control,0,0,0
user_000285,session_start,2026-03-22T02:25:48,mobile,cpc,variant_b,310,0,0
bot_0070,session_start,2026-03-25T00:00:00,desktop,direct,variant_b,0,0,0
bot_0160,session_start,2026-03-21T00:00:00,desktop,direct,control,0,0,0
user_001497,scroll,2026-03-07T14:02:33,mobile,organic,variant_b,229,0,1
user_001033,scroll,2026-03-22T09:53:35,tablet,cpc,variant_b,32,0,1
user_005770,page_view,2026-03-24T14:22:29,mobile,direct,control,37,0,1
bot_0137,session_start,2026-03-16T00:00:00,desktop,direct,variant_b,0,0,0
bot_0141,session_start,2026-03-11T00:00:00,desktop,direct,variant_b,0,0,0
user_007856,page_view,2026-03-10T12:15:50,mobile,organic,control,116,0,1
user_000387,scroll,2026-03-24T15:09:07,mobile,organic,variant_b,546,0,1
user_001229,click,2026-03-05T01:51:09,tablet,cpc,variant_b,472,0,1
bot_0120,session_start,2026-03-19T00:00:00,desktop,direct,variant_b,0,0,0
user_004987,scroll,2026-03-26T21:21:47,desktop,email,variant_b,447,0,1
bot_0137,session_start,2026-03-03T00:00:00,desktop,direct,control,0,0,0
user_007379,click,2026-03-15T15:53:01,desktop,email,variant_b,386,0,1
user_004672,page_view,2026-03-11T02:55:03,desktop,direct,control,252,0,0
user_004849,add_to_cart,2026-03-26T03:23:54,mobile,email,variant_b,132,0,0
user_004524,session_start,2026-03-03T08:22:30,tablet,organic,control,146,0,1
user_002907,session_start,2026-03-26T05:37:46,desktop,organic,variant_b,265,0,0
user_003782,page_view,2026-03-03T07:05:30,mobile,organic,control,306,0,0
user_001951,click,2026-03-27T09:38:51,mobile,social,variant_b,48,0,1
user_004785,session_start,2026-03-20T09:24:59,mobile,organic,variant_b,325,0,1
user_001252,scroll,2026-03-26T15:05:42,desktop,social,control,399,0,1
user_002195,scroll,2026-03-08T12:21:56,mobile,email,variant_b,317,0,0
bot_0156,session_start,2026-03-01T00:00:00,desktop,direct,control,0,0,0
user_003052,add_to_cart,2026-03-13T13:35:31,mobile,cpc,control,314,0,0
user_002152,page_view,2026-03-11T11:47:49,desktop,direct,control,356,0,1
user_007611,click,2026-03-26T10:58:00,mobile,email,variant_b,582,0,0
bot_0115,session_start,2026-03-21T00:00:00,desktop,direct,control,0,0,0
bot_0193,session_start,2026-03-16T00:00:00,desktop,direct,control,0,0,0
user_007998,add_to_cart,2026-03-20T16:08:40,mobile,social,control,453,0,0
bot_0064,session_start,2026-03-18T00:00:00,desktop,direct,variant_b,0,0,0
bot_0107,session_start,2026-03-26T00:00:00,desktop,direct,variant_b,0,0,0
user_006326,page_view,2026-03-04T00:44:24,mobile,email,control,306,0,0
user_006903,click,2026-03-24T14:51:52,desktop,email,variant_b,75,0,0
bot_0175,session_start,2026-03-11T00:00:00,desktop,direct,variant_b,0,0,0
user_007210,add_to_cart,2026-03-17T12:07:18,mobile,direct,control,548,0,0
user_003810,click,2026-03-03T07:38:12,tablet,email,control,382,0,0
bot_0140,session_start,2026-03-12T00:00:00,desktop,direct,control,0,0,0
user_001218,scroll,2026-03-02T17:28:47,mobile,cpc,control,574,0,0
user_006855,scroll,2026-03-18T21:48:41,desktop,organic,variant_b,81,0,1
user_005596,page_view,2026-03-08T21:02:44,desktop,cpc,control,579,0,1
user_000014,scroll,2026-03-24T11:00:25,tablet,social,control,351,0,0
bot_0105,session_start,2026-03-20T00:00:00,desktop,direct,control,0,0,0
bot_0101,session_start,2026-03-20T00:00:00,desktop,direct,control,0,0,0
user_007298,add_to_cart,2026-03-14T02:18:41,mobile,direct,control,112,0,1
user_000726,scroll,2026-03-14T15:57:21,desktop,direct,control,413,0,0
user_003111,scroll,2026-03-02T05:38:55,mobile,direct,variant_b,414,0,1
user_001765,click,2026-03-27T11:46:00,desktop,direct,variant_b,365,0,1
user_002114,session_start,2026-03-23T06:37:27,mobile,cpc,control,581,0,0
user_003956,click,2026-03-21T11:52:50,mobile,email,control,377,0,0
user_004805,page_view,2026-03-16T09:00:42,mobile,organic,variant_b,160,0,1
user_003619,scroll,2026-03-28T12:23:03,desktop,email,variant_b,547,0,0
user_001820,scroll,2026-03-06T13:53:43,mobile,direct,control,134,0,0
user_003693,session_start,2026-03-25T22:51:40,tablet,email,variant_b,398,0,1
user_004346,page_view,2026-03-26T15:41:21,mobile,direct,control,273,1,0
user_003424,session_start,2026-03-22T07:28:53,tablet,social,control,70,0,0
user_004947,add_to_cart,2026-03-05T13:32:46,mobile,direct,variant_b,421,0,0
user_001988,scroll,2026-03-29T17:44:49,desktop,direct,control,394,0,1
user_006121,page_view,2026-03-17T14:06:26,tablet,direct,variant_b,182,0,1
user_000785,page_view,2026-03-28T14:52:34,mobile,cpc,variant_b,523,0,0
user_001509,scroll,2026-03-05T00:32:58,tablet,social,variant_b,422,0,1
user_006108,page_view,2026-03-14T00:31:22,desktop,social,control,437,0,0
user_004766,click,2026-03-08T14:03:14,tablet,organic,control,109,0,0
bot_0102,session_start,2026-03-03T00:00:00,desktop,direct,control,0,0,0
bot_0096,session_start,2026-03-01T00:00:00,desktop,direct,variant_b,0,0,0
user_005104,page_view,2026-03-27T00:32:28,tablet,direct,control,594,0,1
user_001372,add_to_cart,2026-03-02T16:37:48,desktop,email,control,313,0,0
user_006695,click,2026-03-15T05:28:14,mobile,organic,variant_b,121,0,0
user_001438,add_to_cart,2026-03-10T10:10:15,desktop,cpc,control,455,0,0
user_006797,click,2026-03-08T18:14:34,tablet,social,variant_b,281,0,0
bot_0032,session_start,2026-03-15T00:00:00,desktop,direct,control,0,0,0
user_003710,page_view,2026-03-20T17:56:20,desktop,direct,control,122,0,1
bot_0191,session_start,2026-03-14T00:00:00,desktop,direct,control,0,0,0
user_003538,add_to_cart,2026-03-21T02:47:24,mobile,email,control,578,0,1
bot_0068,session_start,2026-03-12T00:00:00,desktop,direct,control,0,0,0
bot_0083,session_start,2026-03-27T00:00:00,desktop,direct,control,0,0,0
user_000624,scroll,2026-03-23T21:35:35,tablet,direct,control,178,0,1
user_001986,scroll,2026-03-28T06:34:10,mobile,email,control,355,0,1
bot_0039,session_start,2026-03-29T00:00:00,desktop,direct,control,0,0,0
user_000006,page_view,2026-03-09T16:51:03,mobile,direct,control,489,0,0
user_004323,add_to_cart,2026-03-08T17:39:26,tablet,organic,variant_b,91,0,0
user_005282,page_view,2026-03-19T22:21:31,tablet,cpc,control,301,0,0
user_001153,click,2026-03-20T16:23:58,tablet,social,variant_b,484,0,1
user_006601,page_view,2026-03-13T21:46:08,desktop,cpc,variant_b,444,0,1
user_003285,session_start,2026-03-15T09:53:12,tablet,cpc,variant_b,515,0,1
user_006182,click,2026-03-01T22:59:53,desktop,direct,control,527,0,1
bot_0092,session_start,2026-03-16T00:00:00,desktop,direct,variant_b,0,0,0
user_006299,click,2026-03-23T16:59:39,desktop,email,variant_b,293,0,0
user_005415,add_to_cart,2026-03-26T05:39:45,desktop,email,variant_b,56,0,0
user_007610,session_start,2026-03-05T18:27:21,desktop,email,control,62,1,0
user_003036,click,2026-03-20T18:42:37,tablet,cpc,control,528,0,1
user_003419,click,2026-03-30T19:06:44,mobile,cpc,variant_b,302,0,1
user_007856,add_to_cart,2026-03-10T12:15:47,mobile,organic,control,116,0,0
user_000695,scroll,2026-03-06T04:32:04,desktop,cpc,variant_b,353,0,0
user_006215,add_to_cart,2026-03-22T06:29:40,tablet,email,variant_b,505,0,0
user_003627,add_to_cart,2026-03-05T08:20:49,mobile,email,variant_b,126,0,1
user_005144,scroll,2026-03-25T22:52:45,mobile,organic,control,216,0,0
user_000473,add_to_cart,2026-03-29T17:07:21,tablet,organic,variant_b,49,0,1
user_007160,click,2026-03-10T22:47:11,desktop,email,control,380,0,1
user_007010,add_to_cart,2026-03-28T10:39:30,desktop,direct,control,452,0,0
bot_0100,session_start,2026-03-14T00:00:00,desktop,direct,control,0,0,0
user_005864,add_to_cart,2026-03-19T06:28:47,mobile,direct,control,167,0,1
bot_0077,session_start,2026-03-13T00:00:00,desktop,direct,control,0,0,0
bot_0094,session_start,2026-03-22T00:00:00,desktop,direct,control,0,0,0
user_001257,scroll,2026-03-05T07:44:21,mobile,email,variant_b,419,0,0
user_003331,page_view,2026-03-09T06:20:53,tablet,cpc,variant_b,187,0,1
user_004086,add_to_cart,2026-03-24T05:30:37,mobile,social,control,553,0,0
user_007400,add_to_cart,2026-03-21T03:37:28,tablet,direct,control,506,0,1
user_004501,add_to_cart,2026-03-05T06:24:57,desktop,direct,variant_b,415,0,0
user_002135,click,2026-03-26T21:42:45,mobile,organic,variant_b,377,0,0
bot_0144,session_start,2026-03-13T00:00:00,desktop,direct,variant_b,0,0,0
user_006731,session_start,2026-03-23T00:47:24,mobile,email,variant_b,33,0,0
user_003917,add_to_cart,2026-03-20T01:46:49,tablet,social,variant_b,381,0,1
user_007652,page_view,2026-03-14T04:57:38,mobile,direct,control,234,0,0
user_004366,add_to_cart,2026-03-23T04:09:58,desktop,direct,control,50,0,1
user_006346,add_to_cart,2026-03-15T13:22:08,desktop,organic,control,47,0,0
user_004070,page_view,2026-03-26T05:41:34,tablet,organic,control,575,0,1
bot_0022,session_start,2026-03-03T00:00:00,desktop,direct,variant_b,0,0,0
user_000912,scroll,2026-03-16T02:07:08,tablet,direct,control,146,0,1
user_000513,add_to_cart,2026-03-23T14:46:15,tablet,direct,variant_b,392,0,0
user_001624,page_view,2026-03-04T09:44:42,desktop,email,control,396,0,0
user_006578,click,2026-03-28T19:20:51,tablet,direct,control,453,0,1
user_007227,add_to_cart,2026-03-04T04:00:51,mobile,social,variant_b,303,0,0
user_005381,scroll,2026-03-27T21:41:01,tablet,organic,variant_b,449,0,1
user_005310,page_view,2026-03-26T01:07:39,mobile,direct,control,374,0,1
user_000798,session_start,2026-03-21T21:30:02,desktop,social,control,359,0,0
user_002445,page_view,2026-03-18T10:54:48,mobile,social,variant_b,210,0,1
user_003859,click,2026-03-26T02:10:34,desktop,social,variant_b,219,0,0
user_005043,click,2026-03-04T11:38:38,mobile,organic,variant_b,418,0,1
user_003546,session_start,2026-03-12T01:04:12,mobile,direct,control,293,0,1
user_007446,add_to_cart,2026-03-11T22:22:05,mobile,cpc,control,113,0,0
user_004118,click,2026-03-25T14:34:51,mobile,direct,control,536,0,1
user_002109,add_to_cart,2026-03-19T21:59:59,mobile,social,variant_b,596,0,0
user_007885,page_view,2026-03-04T04:14:04,mobile,organic,variant_b,364,0,0
user_005822,add_to_cart,2026-03-16T07:13:20,mobile,social,control,242,0,1
user_000621,click,2026-03-09T03:27:38,mobile,email,variant_b,473,0,0
user_000475,session_start,2026-03-16T07:11:00,mobile,email,variant_b,358,0,0
user_002285,page_view,2026-03-21T17:57:43,mobile,cpc,variant_b,378,0,0
user_005502,session_start,2026-03-19T18:34:02,mobile,direct,control,230,0,0
user_006932,page_view,2026-03-04T08:03:34,mobile,organic,control,589,0,1
user_007367,click,2026-03-11T19:22:32,desktop,organic,variant_b,253,0,0
user_003421,scroll,2026-03-15T05:43:23,tablet,social,variant_b,362,0,0
user_000125,add_to_cart,2026-03-23T20:55:22,desktop,email,variant_b,427,1,1
user_002033,add_to_cart,2026-03-12T18:34:25,mobile,organic,variant_b,474,0,0
bot_0178,session_start,2026-03-30T00:00:00,desktop,direct,control,0,0,0
bot_0088,session_start,2026-03-04T00:00:00,desktop,direct,control,0,0,0
srm_user_0210,session_start,2026-03-03T04:09:07,mobile,social,variant_b,219,0,1
user_007729,add_to_cart,2026-03-20T06:14:16,desktop,email,variant_b,417,0,0
bot_0132,session_start,2026-03-17T00:00:00,desktop,direct,control,0,0,0
user_000451,add_to_cart,2026-03-18T08:11:54,tablet,cpc,variant_b,386,0,0
bot_0124,session_start,2026-03-30T00:00:00,desktop,direct,control,0,0,0
user_002866,add_to_cart,2026-03-25T18:28:01,desktop,organic,control,45,0,0
bot_0124,session_start,2026-03-04T00:00:00,desktop,direct,control,0,0,0
user_001296,scroll,2026-03-01T17:46:43,mobile,email,control,130,0,0
user_005095,click,2026-03-07T13:04:40,tablet,email,variant_b,416,0,0
user_006830,add_to_cart,2026-03-13T03:52:32,tablet,organic,control,366,0,0
user_007701,page_view,2026-03-23T20:05:02,mobile,social,variant_b,94,0,0
user_003400,click,2026-03-06T23:47:02,desktop,organic,control,40,0,1
user_006558,click,2026-03-06T17:35:01,desktop,email,control,459,0,0
user_003784,page_view,2026-03-21T01:09:00,mobile,cpc,control,393,0,1
bot_0158,session_start,2026-03-25T00:00:00,desktop,direct,control,0,0,0
user_001907,add_to_cart,2026-03-17T08:08:07,desktop,social,variant_b,130,0,1
user_006103,page_view,2026-03-22T10:55:20,tablet,email,variant_b,446,0,1
bot_0177,session_start,2026-03-01T00:00:00,desktop,direct,control,0,0,0
bot_0124,session_start,2026-03-24T00:00:00,desktop,direct,control,0,0,0
user_005186,click,2026-03-14T08:39:50,tablet,direct,control,376,0,1
bot_0198,session_start,2026-03-12T00:00:00,desktop,direct,variant_b,0,0,0
user_001009,click,2026-03-02T19:45:46,mobile,social,variant_b,101,0,0
user_000456,add_to_cart,2026-03-02T13:06:11,mobile,cpc,control,532,0,1
user_001682,session_start,2026-03-10T22:58:14,mobile,email,control,482,0,0
bot_0155,session_start,2026-03-20T00:00:00,desktop,direct,control,0,0,0
user_006825,scroll,2026-03-18T07:06:19,desktop,organic,variant_b,512,0,1
user_004094,session_start,2026-03-30T02:19:50,mobile,social,control,341,0,0
user_006121,click,2026-03-17T14:06:11,tablet,direct,variant_b,182,0,0
user_003042,scroll,2026-03-03T10:21:18,desktop,email,control,545,0,0
bot_0083,session_start,2026-03-25T00:00:00,desktop,direct,control,0,0,0
user_002785,scroll,2026-03-19T23:23:57,mobile,social,variant_b,147,0,0
user_004173,scroll,2026-03-26T12:09:41,mobile,direct,variant_b,540,0,0
user_006691,scroll,2026-03-14T05:08:04,mobile,cpc,variant_b,534,0,1
bot_0139,session_start,2026-03-19T00:00:00,desktop,direct,variant_b,0,0,0
bot_0073,session_start,2026-03-29T00:00:00,desktop,direct,variant_b,0,0,0
user_003506,scroll,2026-03-14T11:17:10,desktop,cpc,control,340,0,0
user_006746,page_view,2026-03-15T11:15:21,mobile,email,control,304,0,0
user_007512,scroll,2026-03-02T21:30:48,desktop,email,control,582,0,0
user_006149,add_to_cart,2026-03-09T18:25:57,desktop,organic,variant_b,143,0,1
user_000448,click,2026-03-10T18:26:14,mobile,social,control,46,0,0
user_003644,add_to_cart,2026-03-20T17:43:48,mobile,email,control,178,0,0
user_006279,scroll,2026-03-27T04:53:30,tablet,organic,variant_b,66,0,0
bot_0144,session_start,2026-03-04T00:00:00,desktop,direct,variant_b,0,0,0
user_003339,scroll,2026-03-30T17:46:06,desktop,email,variant_b,544,0,0
user_004954,scroll,2026-03-27T04:39:56,desktop,email,control,152,0,0
user_000753,scroll,2026-03-22T01:14:35,mobile,social,variant_b,320,0,0
user_006244,page_view,2026-03-06T00:53:27,mobile,direct,control,133,0,0
user_001590,add_to_cart,2026-03-20T14:12:39,mobile,email,control,297,0,0
user_000513,add_to_cart,2026-03-23T14:48:26,tablet,direct,variant_b,392,0,1
user_003065,scroll,2026-03-27T12:32:50,desktop,organic,variant_b,506,0,0
bot_0026,session_start,2026-03-12T00:00:00,desktop,direct,control,0,0,0
user_002588,click,2026-03-11T16:18:52,desktop,social,control,544,0,1
user_001072,scroll,2026-03-05T20:30:51,desktop,social,control,275,0,1
user_002544,scroll,2026-03-16T23:57:42,desktop,social,control,451,0,0
bot_0071,session_start,2026-03-30T00:00:00,desktop,direct,variant_b,0,0,0
user_002035,click,2026-03-21T04:16:28,mobile,organic,variant_b,220,0,1
user_002139,click,2026-03-22T09:57:54,tablet,email,variant_b,153,0,0
user_002895,click,2026-03-02T01:05:55,mobile,direct,variant_b,175,0,0
user_001278,click,2026-03-30T05:22:32,mobile,social,control,238,0,0
user_006296,scroll,2026-03-04T16:16:24,desktop,organic,control,335,0,0
user_005696,page_view,2026-03-02T17:43:36,desktop,social,control,272,0,0
bot_0159,session_start,2026-03-19T00:00:00,desktop,direct,variant_b,0,0,0
bot_0094,session_start,2026-03-09T00:00:00,desktop,direct,control,0,0,0
user_001211,session_start,2026-03-22T22:53:09,desktop,direct,variant_b,87,0,1
user_005170,scroll,2026-03-10T17:07:29,tablet,direct,control,561,0,1
user_004396,page_view,2026-03-28T22:42:19,mobile,direct,control,485,0,1
bot_0128,session_start,2026-03-30T00:00:00,desktop,direct,control,0,0,0
user_005058,click,2026-03-29T20:50:14,desktop,social,control,349,0,1
user_001589,page_view,2026-03-18T00:22:57,tablet,cpc,variant_b,350,0,1
user_000215,page_view,2026-03-22T01:38:12,mobile,cpc,variant_b,515,0,0
user_003254,session_start,2026-03-28T08:13:46,tablet,social,control,546,0,1
user_001663,scroll,2026-03-12T23:02:10,tablet,email,variant_b,328,0,0
user_000813,page_view,2026-03-22T02:08:33,tablet,email,variant_b,573,0,1
bot_0082,session_start,2026-03-12T00:00:00,desktop,direct,variant_b,0,0,0
user_005247,scroll,2026-03-18T08:13:09,desktop,organic,variant_b,445,0,1
user_004499,add_to_cart,2026-03-15T18:42:45,mobile,cpc,variant_b,575,0,0
user_002121,session_start,2026-03-26T00:32:28,tablet,organic,variant_b,338,0,1
user_003191,add_to_cart,2026-03-22T20:41:06,mobile,cpc,variant_b,436,0,0
user_004681,scroll,2026-03-23T02:09:04,tablet,social,variant_b,194,0,0
user_007597,add_to_cart,2026-03-28T16:25:54,desktop,direct,variant_b,381,0,0
user_003864,add_to_cart,2026-03-03T16:48:42,tablet,cpc,control,204,0,1
user_001655,session_start,2026-03-05T13:27:36,mobile,social,variant_b,468,0,0
user_000327,scroll,2026-03-11T05:24:28,mobile,organic,variant_b,182,0,1
user_005006,scroll,2026-03-17T23:52:10,desktop,direct,control,192,0,1
user_000585,scroll,2026-03-11T23:49:39,tablet,direct,variant_b,177,0,0
user_002740,scroll,2026-03-05T22:47:44,mobile,email,control,82,0,1
user_002554,click,2026-03-20T04:13:30,mobile,cpc,control,261,0,0
bot_0191,session_start,2026-03-05T00:00:00,desktop,direct,variant_b,0,0,0
bot_0131,session_start,2026-03-09T00:00:00,desktop,direct,control,0,0,0
user_005537,session_start,2026-03-25T19:24:15,tablet,organic,variant_b,498,0,0
user_000062,scroll,2026-03-16T08:57:37,tablet,direct,control,326,0,0
user_003084,scroll,2026-03-04T08:55:11,tablet,social,control,436,0,0
bot_0140,session_start,2026-03-07T00:00:00,desktop,direct,variant_b,0,0,0
user_007392,click,2026-03-06T16:48:39,mobile,cpc,control,77,0,0
user_005440,scroll,2026-03-05T02:27:55,tablet,direct,control,57,0,0
user_001384,add_to_cart,2026-03-14T12:14:59,desktop,email,control,195,0,0
user_003928,add_to_cart,2026-03-30T17:30:52,desktop,direct,control,583,0,1
bot_0138,session_start,2026-03-26T00:00:00,desktop,direct,variant_b,0,0,0
user_000945,add_to_cart,2026-03-26T07:04:11,tablet,social,variant_b,535,0,0
user_001514,session_start,2026-03-23T17:59:55,mobile,cpc,control,471,0,0
user_004852,page_view,2026-03-05T11:05:38,tablet,direct,control,401,0,0
user_005056,click,2026-03-25T22:33:02,desktop,social,control,408,0,0
user_000399,scroll,2026-03-11T15:05:37,tablet,social,variant_b,212,0,1
bot_0106,session_start,2026-03-02T00:00:00,desktop,direct,variant_b,0,0,0
user_006798,page_view,2026-03-26T18:06:39,tablet,organic,control,340,0,0
user_003115,scroll,2026-03-18T16:29:06,desktop,cpc,variant_b,80,0,0
user_005610,page_view,2026-03-24T15:03:28,desktop,direct,control,146,0,1
user_002439,scroll,2026-03-15T03:59:43,desktop,email,variant_b,336,0,0
user_006774,click,2026-03-19T09:13:28,desktop,email,control,48,0,0
user_003761,click,2026-03-08T19:39:58,desktop,direct,variant_b,445,0,0
user_001863,add_to_cart,2026-03-13T14:23:34,desktop,cpc,variant_b,113,0,1
user_003137,click,2026-03-08T06:52:14,desktop,organic,variant_b,316,0,0
user_004091,page_view,2026-03-29T09:29:42,tablet,email,variant_b,51,0,1
bot_0062,session_start,2026-03-02T00:00:00,desktop,direct,variant_b,0,0,0
user_006703,click,2026-03-23T23:52:27,tablet,cpc,variant_b,43,0,0
user_004420,click,2026-03-16T02:25:50,desktop,social,control,566,0,1
bot_0172,session_start,2026-03-19T00:00:00,desktop,direct,control,0,0,0
user_006281,scroll,2026-03-27T17:51:12,desktop,direct,variant_b,387,0,0
user_002043,add_to_cart,2026-03-28T04:17:18,tablet,email,variant_b,585,0,1
user_002310,session_start,2026-03-03T16:04:49,mobile,email,control,352,0,0
user_006417,page_view,2026-03-29T01:54:35,desktop,organic,variant_b,175,1,0
user_004058,page_view,2026-03-23T19:28:49,mobile,email,control,460,0,0
bot_0146,session_start,2026-03-04T00:00:00,desktop,direct,variant_b,0,0,0
user_001108,scroll,2026-03-15T10:05:56,tablet,direct,control,582,0,1
bot_0130,session_start,2026-03-27T00:00:00,desktop,direct,control,0,0,0
user_005600,session_start,2026-03-02T06:24:24,mobile,cpc,control,129,0,0
user_003648,click,2026-03-04T17:01:13,desktop,organic,control,30,0,0
user_001625,click,2026-03-23T18:12:51,tablet,email,variant_b,363,0,1
user_007383,scroll,2026-03-12T10:50:07,desktop,email,variant_b,338,1,0
user_002710,page_view,2026-03-05T23:57:54,tablet,direct,control,526,0,0
user_004160,click,2026-03-12T21:17:18,desktop,social,control,589,0,1
bot_0079,session_start,2026-03-17T00:00:00,desktop,direct,variant_b,0,0,0
user_007046,page_view,2026-03-01T10:39:55,tablet,social,control,589,0,1
bot_0088,session_start,2026-03-26T00:00:00,desktop,direct,variant_b,0,0,0
user_006008,page_view,2026-03-26T04:16:53,desktop,cpc,control,523,0,1
user_001574,scroll,2026-03-13T09:13:23,mobile,cpc,control,163,0,1
bot_0038,session_start,2026-03-20T00:00:00,desktop,direct,control,0,0,0
user_002875,click,2026-03-05T08:11:34,tablet,organic,variant_b,33,0,1
user_006620,page_view,2026-03-27T23:37:59,tablet,social,control,177,0,0
user_007259,session_start,2026-03-20T17:01:27,mobile,organic,variant_b,54,0,1
bot_0191,session_start,2026-03-09T00:00:00,desktop,direct,control,0,0,0
user_003249,click,2026-03-19T10:02:07,desktop,direct,variant_b,168,0,1
user_000231,session_start,2026-03-11T17:58:31,tablet,social,variant_b,600,1,1
bot_0149,session_start,2026-03-08T00:00:00,desktop,direct,variant_b,0,0,0
user_000823,page_view,2026-03-03T05:30:24,mobile,cpc,variant_b,47,0,0
user_004718,add_to_cart,2026-03-25T03:13:12,desktop,email,control,233,0,0
user_004232,page_view,2026-03-22T17:59:28,mobile,email,control,306,0,1
user_000898,add_to_cart,2026-03-27T05:10:03,mobile,email,control,286,0,1
bot_0087,session_start,2026-03-22T00:00:00,desktop,direct,control,0,0,0
bot_0043,session_start,2026-03-09T00:00:00,desktop,direct,variant_b,0,0,0
bot_0177,session_start,2026-03-07T00:00:00,desktop,direct,control,0,0,0
user_004110,page_view,2026-03-18T19:39:02,desktop,social,control,376,0,0
user_003096,add_to_cart,2026-03-18T17:41:18,desktop,social,control,589,0,1
bot_0069,session_start,2026-03-19T00:00:00,desktop,direct,variant_b,0,0,0
